"artist","track_title","line","lyric","element","element_artist"
"Daddy Yankee","El Empuje",58,"Perreando todo se vale, eh-eh-eh-eh-eh","Coro 2","Daddy Yankee"
"Daddy Yankee","El Empuje",59,"Tú pide (Dame)","Coro 2","Daddy Yankee"
"Daddy Yankee","El Empuje",60,"Si a ella le gusta, tú dale (Sigue)","Coro 2","Daddy Yankee"
"Daddy Yankee","El Empuje",61,"Pa' que ella se lo vacile (Duro)","Coro 2","Daddy Yankee"
"Daddy Yankee","El Empuje",62,"Perreando todo se vale, eh-eh-eh-eh-eh","Coro 2","Daddy Yankee"
"Daddy Yankee","El Empuje",63,"Ma', ven y viaja en mi flow, aquí comando yo","Puente","Daddy Yankee"
"Daddy Yankee","El Empuje",64,"Nuevamente a partir el ritmo del dembow","Puente","Daddy Yankee"
"Daddy Yankee","El Empuje",65,"Quieres más latigo, te lo doy rapido","Puente","Daddy Yankee"
"Daddy Yankee","El Empuje",66,"Quiere más latigo","Puente","Daddy Yankee"
"Daddy Yankee","El Empuje",67,"Te vo'a sumbar un poco de mi crema Avena","Puente","Daddy Yankee"
"Daddy Yankee","El Empuje",68,"Te vo'a sumbar un poco de mi crema Avena","Puente","Daddy Yankee"
"Daddy Yankee","El Empuje",69,"Te vo'a sumbar un poco de mi crema Avena","Puente","Daddy Yankee"
"Daddy Yankee","El Empuje",70,"Te vo'a sumbar un poco de mi crema Avena","Puente","Daddy Yankee"
"Daddy Yankee","El Empuje",71,"Ma'-Ma'-Ma'-Ma', ven y viaja en mi flow","Puente","Daddy Yankee"
"Daddy Yankee","El Empuje",72,"Ven y viaja en mi flow","Puente","Daddy Yankee"
"Daddy Yankee","El Empuje",73,"Nuevamente a partir el ritmo del dembow","Puente","Daddy Yankee"
"Daddy Yankee","El Empuje",74,"Ma'-Ma'-Ma'-Ma', ven y viaja en mi flow","Puente","Daddy Yankee"
"Daddy Yankee","El Empuje",75,"Ven y viaja en mi flow","Puente","Daddy Yankee"
"Daddy Yankee","El Empuje",76,"Tira la mano al aire, tira la mano al aire (Ahh)","Puente","Daddy Yankee"
"Daddy Yankee","El Empuje",77,"Mami, ¿tú aguantas el empuje? (Dale Daddy)","Outro","Daddy Yankee"
"Daddy Yankee","El Empuje",78,"Mami, ¿tú aguantas el empuje? (Dale Daddy)","Outro","Daddy Yankee"
"Daddy Yankee","El Empuje",79,"Mami, ¿tú aguantas el empuje? (Ahh)","Outro","Daddy Yankee"
"Daddy Yankee","El Empuje",80,"Que los perros andan sueltos","Outro","Daddy Yankee"
